Date,Num1,Num2,Num3,Num4,Num5,Num6,Addl
12/07/17,13,18,30,35,39,52,"13,52"
09/07/17,6,7,13,23,29,52,
08/07/17,2,3,8,17,26,28,3
05/07/17,3,15,22,29,30,35,35
04/07/17,7,23,25,32,35,52,
02/07/17,9,12,27,33,41,43,"27,43"
01/07/17,6,26,27,36,43,45,26
28/06/17,11,13,26,29,48,49,
25/06/17,2,8,9,30,51,54,
24/06/17,21,39,40,44,49,50,50
21/06/17,14,25,36,41,48,50,"14,25,50"
18/06/17,5,12,14,25,49,50,"25,50"
17/06/17,3,20,25,38,39,50,38
14/06/17,10,21,26,28,38,46,
11/06/17,2,4,8,17,30,51,
10/06/17,10,14,27,38,40,46,27
07/06/17,27,44,47,50,51,54,44
04/06/17,4,23,31,33,38,44,
03/06/17,1,3,15,24,29,47,3
31/05/17,3,7,14,32,36,39,
28/05/17,4,9,20,25,26,51,
27/05/17,12,18,38,40,49,50,
24/05/17,3,6,11,16,29,45,
21/05/17,10,22,24,32,54,55,24
20/05/17,2,9,19,20,24,31,19
17/05/17,7,8,19,25,40,42,"7,19"
14/05/17,7,11,19,24,32,39,24
13/05/17,15,17,21,24,51,52,24
10/05/17,4,6,8,18,24,54,
07/05/17,17,19,23,40,43,45,40
06/05/17,14,32,37,40,50,55,
03/05/17,1,26,29,34,36,41,29
02/05/17,20,29,40,43,45,52,
30/04/17,11,30,37,41,44,46,"37,41"
29/04/17,1,17,21,37,41,49,"1,21"
26/04/17,1,8,14,21,28,43,"14,21"
25/04/17,12,14,16,21,39,52,
23/04/17,19,22,38,44,48,51,51
22/04/17,8,14,34,35,36,51,
19/04/17,5,15,19,27,37,54,19
16/04/17,8,14,17,19,20,45,"14,19"
15/04/17,14,19,24,30,32,51,"14,32"
12/04/17,4,14,26,32,38,46,"4,26"
09/04/17,4,12,26,29,48,55,4
08/04/17,4,6,31,42,46,47,
05/04/17,15,37,39,48,52,53,15
04/04/17,4,7,15,24,42,46,
02/04/17,5,22,28,39,48,51,"22,39,48"
01/04/17,22,24,31,36,39,48,
29/03/17,4,7,11,16,20,41,4
28/03/17,1,4,36,48,52,53,
26/03/17,7,12,21,25,37,42,25
25/03/17,3,14,25,29,49,53,14
22/03/17,1,4,14,24,32,52,1
19/03/17,1,22,28,30,33,42,
18/03/17,8,20,31,37,41,54,31
15/03/17,5,13,27,31,34,48,
12/03/17,1,10,22,29,37,45,1
11/03/17,1,12,19,21,30,49,
08/03/17,3,16,23,24,28,50,
05/03/17,2,5,14,35,45,47,35
04/03/17,15,22,30,35,41,51,
01/03/17,1,10,11,21,29,40,21
28/02/17,12,21,30,39,42,51,
26/02/17,2,6,15,22,38,40,
25/02/17,10,12,16,18,34,54,
22/02/17,4,30,38,46,49,51,
19/02/17,3,22,25,26,27,36,
18/02/17,10,23,33,46,50,55,
15/02/17,18,36,39,48,49,53,
12/02/17,10,13,20,24,33,43,20
11/02/17,8,12,19,20,41,42,"12,42"
08/02/17,4,12,14,15,42,54,
07/02/17,3,7,21,25,38,51,
05/02/17,1,12,23,24,44,52,44
04/02/17,10,25,34,39,44,47,
01/02/17,5,9,19,30,35,37,
31/01/17,1,18,29,33,42,46,
29/01/17,16,25,27,30,37,44,
28/01/17,4,13,18,31,50,55,
25/01/17,1,3,8,11,21,45,
24/01/17,2,5,6,25,48,50,
22/01/17,12,17,27,32,46,47,
21/01/17,15,30,41,45,52,55,
18/01/17,6,17,24,25,27,53,24
17/01/17,9,24,26,43,45,50,9
15/01/17,8,9,19,30,37,44,
14/01/17,4,12,18,48,49,54,"12,18"
11/01/17,12,16,17,18,33,44,"17,33"
08/01/17,17,19,20,32,33,53,17
07/01/17,15,17,27,42,54,55,55
04/01/17,1,11,45,47,48,55,
03/01/17,2,3,26,30,31,46,46
01/01/17,4,8,9,44,46,50,50
31/12/16,11,23,27,28,36,50,
28/12/16,14,15,30,40,47,55,
27/12/16,5,17,31,33,35,54,54
25/12/16,3,42,43,50,52,54,"3,42"
24/12/16,3,17,23,24,42,55,
21/12/16,5,10,28,35,44,49,"10,44"
18/12/16,9,10,12,20,44,54,20
17/12/16,6,8,19,20,37,53,19
14/12/16,18,19,34,36,40,48,19
11/12/16,2,19,27,33,49,50,
10/12/16,18,26,29,30,44,52,30
07/12/16,3,22,24,30,45,53,
06/12/16,15,23,28,32,50,51,
04/12/16,3,12,36,42,43,46,
03/12/16,7,18,27,31,44,54,
30/11/16,6,9,22,30,41,47,
29/11/16,8,12,19,32,39,51,12
27/11/16,5,10,12,20,43,47,"12,47"
26/11/16,8,12,13,28,37,47,
23/11/16,18,19,24,33,41,53,
20/11/16,6,10,27,32,37,47,
19/11/16,5,12,23,41,54,55,54
16/11/16,1,6,7,13,34,54,
13/11/16,5,12,20,46,50,55,
12/11/16,6,10,17,33,37,52,33
09/11/16,4,22,24,33,34,36,
06/11/16,5,16,17,38,48,49,17
05/11/16,15,17,24,41,42,46,42
02/11/16,10,14,31,32,36,42,31
01/11/16,2,13,23,31,44,48,
30/10/16,1,20,24,42,50,52,
29/10/16,10,15,16,28,34,48,
26/10/16,4,7,17,24,29,54,29
25/10/16,10,16,18,29,44,53,
23/10/16,1,21,23,24,50,55,24
22/10/16,9,10,11,19,24,28,
19/10/16,1,3,5,7,36,46,5
16/10/16,5,9,11,30,31,40,31
15/10/16,4,17,31,36,44,51,4
12/10/16,1,4,8,11,18,26,
09/10/16,9,16,25,28,38,55,"16,25"
08/10/16,14,15,16,25,44,53,14
05/10/16,3,11,13,14,38,41,
04/10/16,18,20,33,51,52,53,
02/10/16,1,4,6,26,28,39,
01/10/16,30,31,37,38,53,54,
28/09/16,3,13,23,28,40,51,28
27/09/16,17,28,31,42,53,55,17
25/09/16,13,17,30,35,37,45,35
24/09/16,10,11,35,36,54,55,
21/09/16,1,27,29,31,41,50,
18/09/16,13,16,18,22,37,54,18
17/09/16,11,12,18,20,27,30,
14/09/16,3,10,14,21,34,55,21
11/09/16,11,19,21,22,23,43,19
10/09/16,2,19,28,37,46,48,"2,28"
07/09/16,2,18,22,24,28,35,
06/09/16,3,4,26,31,32,49,32
04/09/16,7,16,29,32,38,43,
03/09/16,1,20,36,48,49,50,"1,20,50"
31/08/16,1,19,20,43,47,50,
30/08/16,30,36,42,44,45,52,
28/08/16,14,18,21,29,33,35,"14,33"
27/08/16,11,14,19,28,33,38,
24/08/16,12,31,41,45,51,53,"41,53"
21/08/16,21,40,41,42,43,53,
20/08/16,11,19,20,33,49,54,11
17/08/16,7,11,26,41,46,52,
14/08/16,1,8,16,27,42,55,
13/08/16,11,13,14,25,29,38,"13,25"
10/08/16,7,13,25,28,32,42,42
09/08/16,3,12,27,29,42,55,
07/08/16,6,15,16,37,41,51,
06/08/16,2,3,9,34,44,52,3
03/08/16,3,6,7,8,15,46,8
31/07/16,8,18,24,36,37,55,37
30/07/16,1,10,13,22,37,44,13
27/07/16,12,13,15,29,39,42,
24/07/16,2,8,27,32,46,49,2
23/07/16,2,3,19,20,29,45,
20/07/16,1,26,30,43,50,54,
17/07/16,4,9,15,28,41,55,4
16/07/16,4,14,16,30,39,43,
13/07/16,2,5,26,37,48,50,
12/07/16,10,14,21,29,44,47,29
10/07/16,2,6,16,26,29,49,"26,49"
09/07/16,1,9,15,26,27,49,
06/07/16,6,12,24,30,45,53,
03/07/16,16,22,34,36,46,47,22
02/07/16,7,20,22,23,37,45,45
29/06/16,1,2,3,45,51,53,
26/06/16,16,21,24,42,44,52,
25/06/16,3,13,14,30,50,51,51
22/06/16,11,37,48,51,52,53,
19/06/16,9,10,23,29,46,55,9
18/06/16,9,16,24,42,49,50,"16,50"
15/06/16,6,11,16,28,32,50,
12/06/16,5,15,19,31,34,55,"31,34"
11/06/16,6,28,29,31,32,34,34
08/06/16,9,15,17,34,42,46,17
05/06/16,6,11,12,17,19,24,
04/06/16,3,7,9,16,22,35,
01/06/16,1,24,26,29,45,48,45
31/05/16,3,15,28,44,45,52,45
29/05/16,19,24,30,32,38,45,
28/05/16,7,14,26,33,50,55,55
25/05/16,25,39,49,51,54,55,
22/05/16,10,12,16,18,31,41,
21/05/16,2,7,17,27,49,53,
18/05/16,9,10,15,18,43,45,45
15/05/16,13,24,25,38,45,49,
14/05/16,4,7,14,44,46,52,
11/05/16,6,11,13,38,47,48,13
08/05/16,5,13,16,18,30,42,16
07/05/16,8,16,33,40,48,55,
04/05/16,14,21,30,32,34,38,"14,21"
03/05/16,4,14,21,26,31,42,
01/05/16,16,27,29,34,40,53,29
30/04/16,2,13,21,29,30,38,
27/04/16,4,6,8,12,27,45,
26/04/16,3,13,25,42,50,54,
24/04/16,4,17,20,43,45,55,55
23/04/16,7,24,26,44,53,55,24
20/04/16,21,23,24,47,50,52,
17/04/16,18,25,37,42,54,55,
16/04/16,10,20,23,29,40,45,45
13/04/16,1,22,25,33,45,55,22
10/04/16,12,22,27,42,46,47,
09/04/16,17,24,25,39,41,54,39
06/04/16,21,23,28,29,36,39,
05/04/16,1,10,15,16,43,53,
03/04/16,17,20,28,30,48,51,
02/04/16,3,8,15,23,37,52,
30/03/16,2,9,28,33,34,35,
29/03/16,3,21,22,24,27,47,47
27/03/16,4,11,17,41,47,49,
26/03/16,2,9,15,23,29,34,9
23/03/16,9,24,38,39,45,50,
20/03/16,3,12,32,47,49,52,12
19/03/16,12,13,17,39,42,50,
16/03/16,5,8,16,20,26,54,
13/03/16,18,30,34,39,47,53,
12/03/16,17,19,40,44,45,55,45
09/03/16,3,26,34,43,45,46,"34,43"
06/03/16,10,11,21,34,43,51,"11,34"
05/03/16,8,11,13,33,34,55,
02/03/16,5,9,23,27,37,50,
01/03/16,22,28,34,38,46,51,
28/02/16,29,36,42,47,50,52,
27/02/16,6,11,17,24,31,49,24
24/02/16,5,20,22,24,38,51,
23/02/16,6,14,16,42,48,54,16
21/02/16,12,16,21,32,46,53,
20/02/16,28,38,40,44,47,55,40
17/02/16,12,15,18,36,40,53,
16/02/16,10,20,31,35,52,54,"31,54"
14/02/16,18,29,31,41,54,55,
13/02/16,6,23,24,39,47,52,47
10/02/16,14,20,26,31,37,47,
09/02/16,7,23,30,34,40,44,"34,40,44"
07/02/16,3,19,25,34,40,44,19
06/02/16,2,19,26,31,33,45,"2,26"
03/02/16,2,21,26,30,44,50,26
31/01/16,9,11,24,26,38,43,
30/01/16,4,5,19,48,49,53,4
27/01/16,4,7,9,10,24,55,4
26/01/16,4,5,6,33,34,49,
24/01/16,13,21,36,40,42,51,13
23/01/16,5,6,11,13,18,55,
20/01/16,4,8,19,25,35,46,4
17/01/16,4,30,32,38,39,49,49
16/01/16,9,27,43,46,49,52,46
13/01/16,17,25,28,30,37,46,
10/01/16,7,13,27,32,35,38,
09/01/16,2,3,20,44,47,53,
06/01/16,8,12,14,30,35,48,
05/01/16,13,16,17,20,36,53,
03/01/16,4,6,11,24,46,55,
02/01/16,19,32,41,42,45,50,
30/12/15,11,15,18,33,39,49,
29/12/15,1,13,24,27,38,40,
27/12/15,9,30,35,36,51,55,
26/12/15,7,14,21,31,42,49,
23/12/15,17,37,38,47,48,52,
20/12/15,20,27,30,34,50,55,27
19/12/15,7,9,14,22,27,37,9
16/12/15,9,11,43,44,46,47,47
13/12/15,1,14,25,28,47,48,48
12/12/15,29,30,31,43,48,55,
09/12/15,1,12,15,23,39,49,"23,39"
06/12/15,11,23,36,39,47,53,
05/12/15,2,20,25,28,35,46,
02/12/15,6,7,15,22,53,54,22
01/12/15,1,20,22,23,26,33,"20,23"
29/11/15,4,8,15,20,23,45,
28/11/15,2,10,19,22,49,54,
25/11/15,1,3,5,24,40,45,5
24/11/15,5,17,18,32,33,44,"18,44"
22/11/15,2,9,10,18,30,44,
21/11/15,4,6,12,13,32,40,
18/11/15,7,15,17,31,33,50,
15/11/15,8,16,20,25,30,52,
14/11/15,4,9,18,29,40,51,51
11/11/15,10,17,27,31,35,51,"10,27,35"
08/11/15,9,10,27,28,35,45,
07/11/15,6,21,36,39,51,54,39
04/11/15,12,20,22,24,39,47,
03/11/15,13,19,31,41,46,48,
01/11/15,2,9,24,35,37,42,"2,37"
31/10/15,2,19,27,37,40,52,19
28/10/15,1,19,34,36,42,54,
27/10/15,23,26,28,44,50,52,26
25/10/15,9,18,20,26,33,49,49
24/10/15,1,17,28,34,48,49,1
21/10/15,1,21,25,30,38,44,"21,44"
18/10/15,3,7,20,21,39,44,"3,44"
17/10/15,3,11,15,41,44,50,
14/10/15,10,30,37,38,42,46,
11/10/15,6,13,26,35,40,43,26
10/10/15,18,23,24,26,29,33,
07/10/15,13,22,42,51,52,54,52
06/10/15,9,29,43,46,52,55,
04/10/15,1,31,32,33,40,41,32
03/10/15,7,14,21,32,37,43,
30/09/15,1,2,27,36,41,52,
29/09/15,8,9,14,30,46,55,
27/09/15,12,18,20,33,38,39,20
26/09/15,8,9,16,20,29,40,
23/09/15,7,15,24,25,35,43,
20/09/15,9,18,32,45,54,55,
19/09/15,19,23,25,36,41,48,41
16/09/15,5,32,33,39,40,41,5
13/09/15,5,12,13,21,27,42,12
12/09/15,4,11,12,23,41,44,
09/09/15,8,10,19,35,39,49,
06/09/15,21,36,37,40,52,53,21
05/09/15,10,13,20,21,22,33,
02/09/15,8,11,14,37,42,54,42
01/09/15,3,17,23,34,42,45,"42,45"
30/08/15,4,16,21,28,42,45,28
29/08/15,5,9,15,28,36,39,28
26/08/15,25,26,27,28,31,50,"27,50"
23/08/15,24,27,33,42,46,50,
22/08/15,5,8,20,36,47,55,
19/08/15,13,21,32,33,49,53,
16/08/15,2,7,10,12,26,31,
15/08/15,3,6,9,14,16,45,
12/08/15,13,19,24,30,46,47,
09/08/15,22,28,40,42,45,49,
08/08/15,7,10,11,18,43,47,43
05/08/15,12,25,34,37,43,54,25
04/08/15,19,24,25,29,42,44,"25,42"
02/08/15,17,22,25,33,39,42,42
01/08/15,27,32,34,37,41,42,32
29/07/15,1,6,11,17,28,32,
28/07/15,13,15,21,29,53,54,
26/07/15,7,34,38,41,46,55,34
25/07/15,5,24,27,34,47,49,"24,27"
22/07/15,1,18,24,27,36,38,38
19/07/15,11,15,25,28,34,38,"15,28"
18/07/15,15,20,21,28,35,42,"15,28"
15/07/15,2,15,23,28,31,33,
12/07/15,17,29,32,37,42,48,37
11/07/15,4,35,37,47,52,55,4
08/07/15,2,4,23,27,28,36,27
05/07/15,1,27,29,32,46,51,
04/07/15,15,21,22,44,45,53,53
01/07/15,1,2,16,32,47,53,
28/06/15,5,24,42,51,54,55,
27/06/15,9,36,39,41,43,52,9
24/06/15,9,10,37,45,53,54,9
21/06/15,9,20,27,40,41,44,41
20/06/15,15,18,36,41,47,53,"47,53"
17/06/15,11,30,32,47,53,54,
14/06/15,13,20,25,37,49,52,
13/06/15,2,12,34,39,51,53,"2,51"
10/06/15,2,28,35,37,47,51,28
07/06/15,22,28,29,32,44,50,50
06/06/15,6,14,26,42,50,55,
03/06/15,8,9,11,19,53,54,
02/06/15,15,28,35,36,37,38,28
31/05/15,1,8,10,16,24,28,16
30/05/15,7,16,38,46,51,53,16
27/05/15,2,3,15,16,24,44,
26/05/15,12,17,30,39,51,55,
24/05/15,19,23,26,40,42,50,23
23/05/15,1,11,20,23,25,44,
20/05/15,9,10,17,21,29,54,
17/05/15,8,24,32,35,43,50,50
16/05/15,6,14,37,44,50,52,6
13/05/15,6,9,15,18,29,33,"9,18"
10/05/15,9,18,30,32,45,48,"18,30"
09/05/15,11,18,24,30,37,51,37
06/05/15,14,16,27,37,40,48,
05/05/15,12,21,30,43,44,52,
03/05/15,11,14,20,23,49,50,
02/05/15,3,24,31,34,54,55,
29/04/15,1,29,39,40,47,48,29
28/04/15,6,10,20,24,29,54,
26/04/15,8,14,18,37,45,51,18
25/04/15,3,18,25,30,41,52,
22/04/15,8,28,42,44,49,54,
19/04/15,1,3,16,18,46,50,
18/04/15,2,10,17,22,38,41,"10,22"
15/04/15,1,10,22,24,27,52,24
12/04/15,5,7,14,24,29,54,
11/04/15,2,8,12,20,23,51,
08/04/15,17,22,24,26,33,55,
07/04/15,5,8,23,29,45,53,
05/04/15,12,13,25,27,33,39,25
04/04/15,3,16,22,25,37,51,
01/04/15,13,27,28,29,36,44,28
31/03/15,3,14,19,26,28,55,
29/03/15,10,11,13,31,43,50,
28/03/15,5,12,33,44,46,53,
25/03/15,8,11,22,25,28,50,
22/03/15,1,24,27,39,45,52,
21/03/15,14,30,38,42,44,53,42
18/03/15,5,22,39,42,52,55,
15/03/15,28,30,33,36,44,47,28
14/03/15,1,8,17,21,28,53,
11/03/15,4,12,38,40,45,47,4
08/03/15,4,16,33,37,44,52,52
07/03/15,2,7,10,14,15,52,"14,52"
04/03/15,12,14,20,29,46,52,
03/03/15,1,13,19,39,40,44,39
01/03/15,5,8,27,33,39,50,
28/02/15,2,22,38,44,48,51,22
25/02/15,19,22,34,35,36,53,
24/02/15,7,11,14,26,39,50,
22/02/15,2,18,22,31,41,44,22
21/02/15,3,7,10,12,22,39,"12,39"
18/02/15,6,12,31,34,36,39,34
17/02/15,7,24,33,34,41,50,24
15/02/15,6,11,19,22,24,46,
14/02/15,8,17,40,42,44,55,
11/02/15,4,9,10,16,20,49,
08/02/15,18,31,43,46,51,54,
07/02/15,2,36,37,40,49,50,
04/02/15,18,25,29,38,42,55,
03/02/15,6,12,20,31,39,45,
01/02/15,14,19,30,32,46,53,32
31/01/15,9,15,16,25,32,51,32
28/01/15,2,7,12,32,33,52,
27/01/15,15,17,23,39,41,49,
25/01/15,5,11,32,35,43,48,43
24/01/15,2,7,16,25,39,43,
21/01/15,9,21,22,26,47,52,
18/01/15,3,8,16,30,48,54,16
17/01/15,2,11,15,16,22,23,
14/01/15,12,29,33,36,42,53,
11/01/15,1,15,24,27,28,49,
10/01/15,4,12,25,26,48,53,
07/01/15,9,10,19,27,32,45,
06/01/15,2,39,40,46,53,54,"39,46"
04/01/15,3,5,24,26,39,46,39
03/01/15,4,17,34,35,36,39,17
31/12/14,1,5,10,17,31,46,5
30/12/14,5,14,15,21,25,29,"5,21,25"
28/12/14,5,8,20,21,25,39,39
27/12/14,11,27,34,39,48,53,53
24/12/14,2,13,20,42,49,53,"49,53"
21/12/14,17,19,25,28,49,53,19
20/12/14,3,19,44,45,51,55,44
17/12/14,18,32,33,40,44,54,
14/12/14,8,9,12,38,46,55,
13/12/14,28,36,44,45,51,54,51
10/12/14,23,27,37,41,46,51,"37,41"
07/12/14,14,30,33,37,41,44,30
06/12/14,3,28,30,35,42,45,"28,35"
03/12/14,17,21,28,35,41,54,
02/12/14,20,22,38,43,50,52,
30/11/14,14,21,28,29,31,55,
29/11/14,7,12,19,39,46,48,
26/11/14,6,16,26,33,34,36,
25/11/14,1,8,10,20,42,50,8
23/11/14,8,13,21,27,28,48,8
22/11/14,2,8,25,26,30,32,2
19/11/14,2,10,12,18,19,39,10
16/11/14,10,29,32,33,50,55,
15/11/14,1,9,14,38,49,52,
12/11/14,3,6,29,35,36,50,36
09/11/14,17,27,34,36,41,47,27
08/11/14,12,24,27,37,44,53,53
05/11/14,9,10,14,18,26,53,9
04/11/14,8,9,13,35,43,55,
02/11/14,7,29,33,42,49,53,42
01/11/14,3,18,39,40,42,46,
29/10/14,5,6,9,27,37,45,"9,45"
28/10/14,1,9,20,22,31,45,22
26/10/14,22,28,29,44,51,52,28
25/10/14,2,28,32,38,50,55,
22/10/14,1,7,24,30,44,53,24
19/10/14,11,19,21,22,24,50,
18/10/14,14,17,32,37,43,48,48
15/10/14,9,11,34,40,44,48,34
12/10/14,14,20,31,34,46,53,"34,53"
11/10/14,4,7,34,45,52,53,
08/10/14,2,14,23,28,29,30,
07/10/14,1,19,32,35,36,37,19
05/10/14,2,12,16,19,22,31,
04/10/14,1,8,9,23,25,55,
01/10/14,2,3,26,31,33,54,
30/09/14,14,28,36,51,52,55,
28/09/14,1,15,16,20,42,47,47
27/09/14,7,9,31,35,47,51,31
24/09/14,5,12,31,40,49,52,
21/09/14,9,13,17,22,28,47,47
20/09/14,2,10,35,47,50,51,
17/09/14,16,27,31,41,48,54,27
14/09/14,3,4,27,36,45,50,
13/09/14,10,24,34,37,47,51,51
10/09/14,1,12,32,41,46,51,
07/09/14,25,26,29,31,34,36,
06/09/14,1,17,41,44,50,52,
03/09/14,16,34,35,40,46,54,35
02/09/14,3,29,30,32,35,55,
31/08/14,11,28,34,39,47,53,39
30/08/14,13,17,19,38,39,55,55
27/08/14,10,15,20,27,29,55,
26/08/14,1,13,16,18,21,51,"16,51"
24/08/14,14,16,26,27,37,51,
23/08/14,11,13,25,38,44,55,"11,13"
20/08/14,2,9,11,13,27,42,"2,11"
17/08/14,2,6,8,11,21,44,44
16/08/14,36,39,40,42,44,47,47
13/08/14,2,12,17,24,47,49,
10/08/14,16,25,29,36,46,53,"16,36"
09/08/14,3,5,16,28,33,36,"5,36"
06/08/14,4,5,9,10,36,41,
05/08/14,2,8,16,18,22,39,8
03/08/14,5,8,10,27,30,38,30
02/08/14,7,22,30,33,43,46,30
30/07/14,4,15,25,30,32,54,
27/07/14,29,31,40,41,47,52,47
26/07/14,1,3,7,17,33,47,33
23/07/14,11,26,33,36,41,48,
20/07/14,2,3,6,13,39,49,"6,39"
19/07/14,6,8,14,15,39,52,
16/07/14,19,20,21,22,24,32,
13/07/14,7,16,17,23,33,36,
12/07/14,14,30,32,42,51,52,"32,42"
09/07/14,11,13,23,32,42,47,42
06/07/14,10,15,30,42,52,53,42
05/07/14,2,23,24,33,42,54,"42,54"
02/07/14,8,21,27,42,46,54,
29/06/14,23,26,35,44,51,55,
28/06/14,1,4,13,21,24,31,24
25/06/14,2,14,22,24,25,42,42
24/06/14,13,30,34,35,42,53,35
22/06/14,5,16,23,25,35,52,
21/06/14,9,10,29,38,53,55,
18/06/14,7,12,17,39,47,54,
15/06/14,13,14,29,37,48,49,"13,14"
14/06/14,9,13,14,17,21,35,
11/06/14,19,25,44,47,52,55,
08/06/14,7,13,16,45,50,54,13
07/06/14,3,10,13,26,37,38,"10,26"
04/06/14,8,10,15,23,24,26,
03/06/14,17,18,33,39,45,52,"33,45"
01/06/14,22,28,31,33,41,45,
31/05/14,1,24,26,44,50,55,
28/05/14,8,16,17,28,35,54,"28,35"
25/05/14,10,28,30,35,38,50,
24/05/14,13,16,29,31,49,52,13
21/05/14,7,13,14,23,36,40,14
18/05/14,1,2,14,22,24,49,"1,2,24"
17/05/14,1,2,5,24,30,38,1
14/05/14,1,9,14,20,46,48,
11/05/14,6,18,23,32,49,52,
10/05/14,14,19,21,27,48,55,55
07/05/14,5,12,29,39,40,55,29
06/05/14,4,18,27,28,29,30,18
04/05/14,17,18,37,43,53,55,18
03/05/14,12,15,18,25,44,48,
30/04/14,3,19,31,37,39,55,
29/04/14,5,6,15,16,23,26,
27/04/14,8,21,25,40,42,43,43
26/04/14,17,19,30,34,43,50,
23/04/14,10,18,20,29,40,41,
20/04/14,7,9,16,32,45,48,"7,9"
19/04/14,7,9,11,12,23,52,
16/04/14,15,29,33,34,46,55,33
13/04/14,1,3,6,12,33,44,
12/04/14,25,29,34,39,41,51,
09/04/14,19,26,27,43,46,49,
08/04/14,1,5,11,23,33,50,"1,5"
06/04/14,1,5,7,9,31,54,5
05/04/14,3,5,10,30,42,55,3
02/04/14,3,14,16,17,21,41,21
30/03/14,4,15,21,26,54,55,
29/03/14,2,5,17,20,29,41,5
26/03/14,4,5,8,21,37,46,46
25/03/14,14,17,41,45,46,53,
23/03/14,3,8,10,26,31,48,26
22/03/14,5,6,22,26,45,46,"6,45"
19/03/14,6,10,14,29,45,47,6
16/03/14,6,13,25,31,39,40,6
15/03/14,3,6,9,14,41,45,"9,14"
12/03/14,1,9,14,18,43,47,
09/03/14,3,4,35,38,45,53,35
08/03/14,15,16,25,35,46,51,
05/03/14,6,21,22,29,33,39,21
04/03/14,2,5,20,21,47,54,"5,20"
02/03/14,5,12,14,20,30,45,
01/03/14,6,16,23,41,53,54,23
26/02/14,23,33,36,40,42,52,
25/02/14,2,3,27,39,43,45,45
23/02/14,4,15,22,45,48,55,22
22/02/14,17,22,26,33,36,40,
19/02/14,3,7,12,21,46,51,51
16/02/14,4,23,31,38,51,55,"4,38"
15/02/14,4,12,16,30,38,50,
12/02/14,7,18,27,31,52,54,7
11/02/14,4,7,16,28,33,41,28
09/02/14,18,19,25,28,31,55,
08/02/14,8,14,17,23,37,48,
05/02/14,19,20,42,44,51,53,
04/02/14,14,17,24,34,41,54,
02/02/14,9,18,21,23,36,44,
01/02/14,4,6,32,42,49,51,
29/01/14,10,22,28,33,37,48,
28/01/14,12,30,32,34,42,49,
26/01/14,3,13,18,20,40,55,
25/01/14,16,17,25,28,50,54,"17,25"
22/01/14,17,19,21,25,37,47,
19/01/14,12,15,29,31,42,51,"42,51"
18/01/14,27,33,40,42,51,55,33
15/01/14,3,7,25,33,50,53,25
12/01/14,8,25,29,36,38,39,
11/01/14,3,14,19,26,35,48,"35,48"
08/01/14,27,35,36,39,43,48,
07/01/14,1,3,8,17,20,44,8
05/01/14,8,23,32,35,38,46,
04/01/14,11,21,24,29,31,37,21
01/01/14,6,13,21,22,42,53,"13,22"
31/12/13,13,20,22,24,43,48,13
29/12/13,6,7,13,21,32,40,40
28/12/13,15,26,40,41,46,54,15
25/12/13,7,15,21,39,43,48,15
22/12/13,3,15,16,20,23,47,"20,47"
21/12/13,5,11,20,45,46,47,46
18/12/13,16,38,39,40,46,48,39
15/12/13,2,6,12,22,39,55,39
14/12/13,16,17,28,39,47,54,"17,54"
11/12/13,15,17,31,45,46,54,17
08/12/13,2,5,8,9,17,37,
07/12/13,6,13,28,31,32,33,
04/12/13,3,4,22,25,47,54,47
03/12/13,12,21,29,30,35,47,
01/12/13,10,26,32,39,45,55,10
30/11/13,4,10,16,40,48,50,4
27/11/13,1,4,14,15,27,53,
26/11/13,5,7,20,32,36,52,
24/11/13,12,30,40,49,51,55,55
23/11/13,5,7,10,23,37,55,5
20/11/13,4,5,12,33,38,39,"33,39"
17/11/13,19,26,32,33,39,47,
16/11/13,3,4,16,17,18,21,18
13/11/13,14,18,40,47,50,51,
10/11/13,16,23,45,46,49,55,
09/11/13,2,11,33,35,48,50,
06/11/13,4,12,17,21,27,41,
05/11/13,1,16,23,32,33,46,46
03/11/13,31,41,45,46,49,52,
02/11/13,6,10,14,18,38,54,38
30/10/13,3,7,15,31,38,42,
29/10/13,10,29,40,44,45,50,
27/10/13,13,22,23,43,49,54,
26/10/13,1,12,25,38,47,50,
23/10/13,2,3,15,17,29,45,
20/10/13,7,10,23,25,35,50,
19/10/13,12,21,36,37,54,55,54
16/10/13,5,10,20,27,34,54,
13/10/13,14,24,29,32,37,45,
12/10/13,1,4,10,17,46,53,
09/10/13,22,28,30,33,34,41,
06/10/13,24,39,45,46,47,55,
05/10/13,2,35,37,38,41,50,35
02/10/13,3,34,35,43,49,52,"3,35"
01/10/13,3,6,25,30,35,50,35
29/09/13,5,21,27,35,46,49,49
28/09/13,6,11,44,47,48,49,"6,49"
25/09/13,6,20,38,45,46,49,"45,46"
22/09/13,18,22,45,46,50,55,18
21/09/13,6,8,11,18,23,49,"6,11,49"
18/09/13,6,7,11,24,49,50,49
15/09/13,3,10,14,34,39,49,
14/09/13,4,8,9,21,29,35,35
11/09/13,15,16,24,33,34,35,
08/09/13,9,10,36,38,41,51,9
07/09/13,9,20,31,39,40,43,
04/09/13,7,13,17,19,35,49,7
03/09/13,7,27,33,47,48,52,
01/09/13,4,5,14,15,39,53,
31/08/13,9,23,26,29,40,46,29
28/08/13,6,29,34,35,37,54,29
27/08/13,12,19,29,46,52,53,
25/08/13,6,15,22,32,39,49,
24/08/13,1,24,36,48,52,53,
21/08/13,4,19,22,25,33,46,
18/08/13,5,9,12,16,50,51,
