Date,Num1,Num2,Num3,Num4,Num5,Num6,Addl
25/01/22,2,17,38,41,43,46,2
23/01/22,2,4,5,13,36,49,
22/01/22,10,15,23,33,35,40,
19/01/22,7,11,18,32,36,55,55
16/01/22,2,4,12,25,54,55,
15/01/22,1,11,19,24,42,43,
12/01/22,3,7,13,33,40,48,"7,48"
09/01/22,7,15,22,38,48,55,15
08/01/22,8,9,15,24,27,39,"8,24,39"
05/01/22,8,16,24,28,39,54,16
02/01/22,12,14,16,32,33,45,14
01/01/22,11,13,14,23,44,55,13
29/12/21,1,13,30,34,37,50,
28/12/21,2,9,11,17,32,39,
26/12/21,8,16,27,38,46,49,46
25/12/21,7,13,36,46,47,50,
22/12/21,23,24,30,33,43,44,
19/12/21,9,12,15,22,39,49,
18/12/21,16,21,27,30,33,45,27
15/12/21,25,27,28,38,41,47,
12/12/21,1,18,22,23,48,55,
11/12/21,17,31,33,36,42,53,
08/12/21,25,34,35,37,44,48,
07/12/21,31,32,33,39,40,45,33
05/12/21,10,14,19,33,49,54,
04/12/21,20,32,36,44,52,53,
01/12/21,2,3,8,27,29,43,
30/11/21,4,6,25,34,38,50,25
28/11/21,18,21,25,26,30,39,26
27/11/21,4,24,26,28,43,47,47
24/11/21,7,19,31,33,45,47,47
21/11/21,20,21,25,38,40,47,20
20/11/21,14,15,20,33,35,53,
17/11/21,5,8,27,30,31,32,27
14/11/21,9,17,24,27,33,52,27
13/11/21,4,12,26,27,31,42,26
10/11/21,3,7,8,26,46,52,46
07/11/21,4,24,35,45,46,47,
06/11/21,2,3,6,33,34,43,2
03/11/21,1,2,14,29,32,52,
02/11/21,7,22,37,40,41,48,
31/10/21,6,8,36,39,43,46,6
30/10/21,4,6,12,32,37,51,32
27/10/21,2,3,5,19,32,53,"3,53"
26/10/21,3,11,23,40,45,53,
24/10/21,15,19,25,39,44,54,15
23/10/21,9,15,17,20,22,36,
20/10/21,27,28,29,31,37,44,
17/10/21,5,7,13,25,38,46,
16/10/21,9,20,29,36,53,54,
13/10/21,23,28,39,44,50,51,51
10/10/21,1,21,25,32,35,51,"35,51"
09/10/21,24,26,35,42,51,54,
06/10/21,9,22,25,39,40,53,22
05/10/21,8,22,43,44,49,51,
03/10/21,9,12,14,23,36,42,
02/10/21,20,31,37,44,50,51,
29/09/21,4,17,18,42,46,54,
28/09/21,3,6,13,19,23,36,"3,19"
26/09/21,3,8,19,31,45,47,45
25/09/21,5,30,36,45,52,54,
22/09/21,9,16,23,24,25,28,9
19/09/21,7,8,9,15,33,50,
18/09/21,10,13,17,34,47,51,17
15/09/21,1,15,17,18,19,28,
30/05/21,11,27,35,49,50,53,53
29/05/21,3,5,7,28,30,53,
26/05/21,1,19,29,32,34,44,19
25/05/21,2,8,19,20,27,41,20
23/05/21,14,20,28,34,39,44,
22/05/21,7,18,21,31,33,37,"21,31"
19/05/21,13,15,19,21,31,52,13
16/05/21,3,13,23,29,49,51,
15/05/21,1,6,41,48,50,52,
12/05/21,4,18,27,32,38,43,
09/05/21,3,15,21,41,51,52,
08/05/21,30,31,45,49,53,55,
05/05/21,2,12,27,41,48,54,12
02/05/21,12,15,21,23,44,50,
01/05/21,1,20,25,36,43,48,
28/04/21,3,5,28,33,37,40,
25/04/21,4,6,10,16,23,45,
24/04/21,3,22,27,42,44,55,22
21/04/21,7,18,22,24,37,48,"37,48"
18/04/21,5,6,14,16,37,48,16
17/04/21,16,18,39,50,51,55,
14/04/21,14,15,20,27,43,54,20
11/04/21,6,20,33,34,36,53,
10/04/21,5,16,30,39,46,55,"16,46"
07/04/21,16,32,38,43,46,53,
06/04/21,5,13,15,23,28,40,13
04/04/21,2,13,14,19,53,55,19
03/04/21,1,17,19,20,25,36,17
31/03/21,4,5,12,14,16,17,5
30/03/21,5,15,21,34,47,52,15
28/03/21,15,27,28,30,33,36,
27/03/21,3,20,31,41,47,48,3
24/03/21,2,3,9,16,33,53,
21/03/21,4,18,19,35,45,49,
20/03/21,9,21,22,47,50,52,9
17/03/21,9,10,28,31,36,49,10
14/03/21,5,10,15,24,29,35,15
13/03/21,13,15,34,41,47,50,15
10/03/21,6,15,17,40,42,45,45
07/03/21,12,21,23,37,45,49,45
06/03/21,7,11,26,35,44,45,7
03/03/21,1,7,15,20,37,54,37
02/03/21,11,14,35,37,49,50,
28/02/21,1,20,32,34,42,45,32
27/02/21,4,5,14,32,41,53,14
24/02/21,1,7,12,14,20,42,
21/02/21,5,10,32,36,41,52,
20/02/21,3,9,21,38,50,51,
17/02/21,8,13,22,37,42,48,"22,42"
16/02/21,2,22,28,39,42,52,
14/02/21,14,31,44,46,53,55,46
13/02/21,16,28,41,42,46,51,46
10/02/21,17,27,35,46,48,54,46
09/02/21,4,11,23,46,47,52,23
07/02/21,18,19,23,28,45,55,
06/02/21,5,11,26,43,48,51,11
03/02/21,6,11,20,29,40,54,40
02/02/21,7,18,24,30,40,44,"7,30"
31/01/21,7,15,22,30,31,53,22
30/01/21,12,21,22,43,48,55,"21,22,48"
27/01/21,20,21,22,30,42,48,"22,42"
26/01/21,9,16,22,40,42,49,22
24/01/21,7,10,12,19,22,31,19
23/01/21,4,19,28,33,38,47,33
20/01/21,6,13,25,29,33,42,13
17/01/21,13,15,31,36,37,39,
16/01/21,5,25,41,46,48,53,46
13/01/21,1,4,23,37,38,46,
10/01/21,3,8,17,20,32,47,
09/01/21,9,16,19,34,40,53,34
06/01/21,7,15,23,34,36,52,36
03/01/21,4,9,19,25,36,40,
02/01/21,6,15,17,42,43,53,17
30/12/20,3,9,17,22,48,55,
27/12/20,11,13,23,24,46,54,11
26/12/20,6,11,30,35,36,39,"6,11,35"
23/12/20,2,6,11,27,35,52,
20/12/20,5,12,20,26,30,33,
19/12/20,14,15,17,29,38,50,
16/12/20,25,31,34,39,49,53,53
13/12/20,3,15,20,40,45,53,15
12/12/20,7,15,18,21,30,47,30
09/12/20,1,5,8,27,30,54,
06/12/20,9,18,25,41,47,52,41
05/12/20,13,20,30,41,53,54,
02/12/20,7,25,27,28,31,45,
01/12/20,1,3,14,49,51,55,55
29/11/20,11,24,31,50,54,55,"24,54"
28/11/20,9,16,20,24,27,54,
25/11/20,2,11,17,35,37,38,
22/11/20,3,5,7,8,25,30,7
21/11/20,7,12,15,24,46,48,48
18/11/20,2,3,13,27,32,48,
15/11/20,8,9,24,39,50,55,
14/11/20,3,5,6,20,27,30,6
11/11/20,6,28,37,41,46,55,28
08/11/20,11,14,27,28,30,49,
07/11/20,2,3,25,34,42,51,
04/11/20,10,14,15,22,23,44,
03/11/20,2,6,18,19,21,45,
01/11/20,23,27,30,38,40,54,27
31/10/20,10,18,20,27,37,43,
28/10/20,6,7,14,15,17,23,17
25/10/20,17,32,33,39,45,51,32
24/10/20,5,23,27,32,46,55,
21/10/20,11,14,20,22,38,50,11
18/10/20,5,9,11,21,51,54,
17/10/20,8,14,15,18,30,48,"8,14"
14/10/20,8,9,14,25,29,52,
13/10/20,22,34,41,47,49,55,
11/10/20,29,32,33,38,42,45,
10/10/20,16,19,28,41,43,46,
07/10/20,3,25,32,35,47,52,"35,52"
04/10/20,19,24,35,43,52,55,
03/10/20,7,8,9,15,27,41,
30/09/20,2,17,23,24,51,52,"2,23,52"
27/09/20,2,6,23,41,48,52,2
26/09/20,2,20,36,44,45,53,"20,36,44"
23/09/20,5,9,20,32,36,44,44
20/09/20,2,31,35,43,44,45,43
19/09/20,5,10,24,28,38,43,24
16/09/20,24,30,36,37,44,53,30
13/09/20,2,5,10,16,30,40,
12/09/20,1,11,14,15,18,44,
09/09/20,23,29,35,42,45,48,48
06/09/20,6,14,24,27,44,48,
05/09/20,4,8,20,33,38,53,"33,38"
02/09/20,9,12,33,38,40,42,
01/09/20,6,24,31,45,51,55,
30/08/20,4,15,23,26,36,39,23
29/08/20,3,5,13,21,23,35,21
26/08/20,1,12,21,30,43,46,
23/08/20,3,5,15,32,51,55,5
22/08/20,5,29,33,42,47,53,
19/08/20,3,4,35,41,45,50,41
16/08/20,9,13,31,40,41,47,9
15/08/20,7,9,34,43,51,55,34
12/08/20,16,21,31,34,39,50,"21,50"
09/08/20,1,21,22,27,28,50,
08/08/20,5,23,24,30,39,51,
05/08/20,14,25,31,40,49,52,
02/08/20,3,19,29,41,47,51,19
01/08/20,19,27,34,35,39,54,"19,34,54"
29/07/20,11,19,34,49,54,55,
26/07/20,15,16,26,27,28,33,33
25/07/20,11,13,20,25,33,34,
22/07/20,3,5,28,30,41,48,41
19/07/20,22,23,36,41,50,54,
18/07/20,4,13,15,17,27,47,4
15/07/20,4,6,14,19,30,53,
12/07/20,21,23,29,32,42,52,
11/07/20,16,24,31,34,41,44,
08/07/20,11,22,29,33,47,53,
07/07/20,7,9,32,40,44,48,
05/07/20,3,21,24,25,37,50,
04/07/20,8,9,10,27,29,34,"8,29"
01/07/20,8,12,14,21,23,29,14
28/06/20,5,13,14,33,50,54,
27/06/20,1,10,15,21,30,34,
24/06/20,3,8,9,12,46,47,
21/06/20,4,28,29,31,36,39,"29,36"
20/06/20,14,15,29,36,45,52,
17/06/20,3,32,40,43,51,53,"43,53"
15/03/20,7,26,31,41,43,53,"26,43"
14/03/20,20,26,34,43,47,51,51
11/03/20,5,27,38,49,51,54,38
08/03/20,21,23,26,28,38,55,21
07/03/20,18,21,35,42,43,50,
04/03/20,24,28,34,36,41,46,28
01/03/20,6,16,28,30,37,40,"6,40"
29/02/20,6,7,15,31,40,46,6
26/02/20,6,11,16,24,37,43,
23/02/20,5,8,19,29,45,50,
22/02/20,11,24,28,32,48,49,"32,48"
19/02/20,23,29,32,36,38,48,48
16/02/20,5,18,25,34,48,53,53
15/02/20,10,16,33,40,49,53,
12/02/20,1,3,11,36,39,44,1
09/02/20,1,18,22,23,28,53,1
08/02/20,1,6,30,36,42,45,45
05/02/20,9,12,19,22,28,45,
04/02/20,5,10,14,27,41,47,
02/02/20,11,16,18,25,39,54,"16,54"
01/02/20,1,9,13,16,24,54,
29/01/20,2,14,27,29,45,55,
28/01/20,10,11,15,43,47,53,
26/01/20,17,20,24,34,49,50,"20,34"
25/01/20,6,8,18,20,34,38,"6,18"
22/01/20,6,18,21,36,43,52,18
21/01/20,5,9,18,27,40,55,
19/01/20,12,20,43,47,50,52,20
18/01/20,4,20,24,26,27,37,
15/01/20,7,15,19,28,47,55,
12/01/20,5,6,9,16,29,44,16
11/01/20,10,11,16,25,47,49,
08/01/20,17,18,30,32,37,51,18
05/01/20,5,18,28,34,38,44,
04/01/20,3,4,25,30,32,42,3
01/01/20,1,3,6,9,15,43,15
29/12/19,15,20,25,31,42,55,
28/12/19,6,17,22,40,51,53,
25/12/19,1,2,14,25,30,44,
22/12/19,26,27,34,40,48,50,26
21/12/19,19,24,26,33,43,47,
18/12/19,3,31,38,50,51,54,
15/12/19,2,16,20,39,40,53,
14/12/19,13,22,25,36,47,52,
11/12/19,2,3,5,21,46,50,50
08/12/19,12,32,38,39,44,50,
07/12/19,1,4,9,11,33,34,
04/12/19,16,22,24,27,31,45,27
03/12/19,7,15,19,27,37,53,53
01/12/19,22,31,33,39,42,53,
30/11/19,6,25,38,41,43,50,6
27/11/19,6,12,13,14,20,37,"14,37"
24/11/19,2,14,18,37,41,51,14
23/11/19,7,14,16,28,35,52,"7,16"
20/11/19,7,13,16,21,26,30,7
17/11/19,5,7,25,32,33,46,32
16/11/19,16,21,32,45,48,54,48
13/11/19,26,36,38,41,43,48,"36,43"
10/11/19,11,13,18,36,43,55,
09/11/19,22,34,38,40,48,54,
06/11/19,12,16,17,18,42,45,"12,18"
05/11/19,5,12,18,28,33,46,
03/11/19,4,16,23,26,38,54,4
02/11/19,1,4,8,13,15,53,1
30/10/19,1,3,17,25,46,47,
27/10/19,6,18,19,29,37,54,19
26/10/19,11,19,22,28,31,42,
23/10/19,6,23,33,36,37,52,37
20/10/19,26,27,31,37,46,51,"31,37"
19/10/19,3,21,22,23,31,37,"23,31,37"
16/10/19,14,23,24,31,37,51,
13/10/19,2,16,29,40,42,52,40
12/10/19,1,21,40,41,43,55,
09/10/19,4,19,26,39,45,49,
06/10/19,2,6,17,29,30,46,
05/10/19,23,35,36,41,44,53,41
02/10/19,1,7,8,30,41,49,
01/10/19,5,14,17,21,27,39,27
29/09/19,3,11,27,38,45,51,45
28/09/19,4,13,14,15,40,45,
25/09/19,2,9,11,18,25,30,
22/09/19,15,29,36,37,47,48,
21/09/19,5,7,10,21,22,23,
18/09/19,4,19,36,38,40,47,"36,47"
15/09/19,17,21,22,36,46,47,17
14/09/19,15,16,17,20,25,44,44
11/09/19,12,23,31,34,44,53,
10/09/19,9,13,18,21,26,42,
08/09/19,5,7,10,20,49,52,5
07/09/19,4,5,12,19,24,43,
04/09/19,20,36,38,47,48,53,
01/09/19,13,17,23,29,41,46,
31/08/19,1,3,4,16,48,54,
28/08/19,5,22,26,36,45,53,45
25/08/19,3,9,28,34,40,45,"34,45"
24/08/19,4,23,34,39,45,49,23
21/08/19,15,23,25,37,50,54,"23,54"
20/08/19,23,34,41,43,51,54,
18/08/19,8,16,26,27,42,49,27
17/08/19,12,27,28,41,53,55,
14/08/19,15,25,34,40,44,47,47
11/08/19,23,27,31,41,47,50,
10/08/19,3,5,9,36,44,55,44
07/08/19,4,29,32,44,45,52,
04/08/19,1,8,25,39,49,51,8
03/08/19,3,8,22,50,52,53,
31/07/19,6,12,26,39,48,55,48
30/07/19,5,9,24,42,45,48,
28/07/19,7,14,32,37,40,41,
27/07/19,8,15,24,35,38,51,8
24/07/19,8,10,44,45,46,55,45
21/07/19,5,23,40,43,45,49,45
20/07/19,1,13,15,32,39,45,
17/07/19,28,36,38,42,49,55,
14/07/19,7,18,23,35,53,54,
13/07/19,21,33,39,44,50,52,44
10/07/19,1,5,23,26,37,44,37
07/07/19,8,34,37,50,53,54,50
06/07/19,9,16,20,24,50,51,
03/07/19,12,26,35,39,45,46,12
30/06/19,12,14,21,36,43,48,43
29/06/19,8,13,34,43,45,55,
26/06/19,7,9,10,12,39,42,"12,39"
23/06/19,11,12,15,20,30,39,12
22/06/19,6,7,12,13,34,51,51
19/06/19,1,11,21,25,51,54,
18/06/19,6,23,31,33,42,47,"6,23"
16/06/19,2,6,11,23,37,38,38
15/06/19,7,9,34,38,46,49,7
12/06/19,7,11,24,35,41,42,
09/06/19,9,16,21,25,33,44,16
08/06/19,2,14,16,36,43,50,
05/06/19,11,18,30,39,45,46,
02/06/19,10,13,16,22,23,44,
01/06/19,8,12,20,28,32,53,
29/05/19,17,18,27,35,42,52,
26/05/19,11,14,21,40,50,53,
25/05/19,1,5,22,29,34,54,
22/05/19,15,18,25,30,50,53,30
19/05/19,2,5,11,30,45,54,
18/05/19,3,6,29,33,53,55,29
15/05/19,12,23,27,29,37,52,12
12/05/19,10,12,36,39,51,53,"36,51"
11/05/19,28,29,36,37,40,51,"29,37"
08/05/19,13,17,19,29,37,54,
05/05/19,4,11,36,39,45,51,39
04/05/19,19,22,37,39,43,55,43
01/05/19,10,17,27,43,45,52,"17,43"
28/04/19,4,9,17,28,39,43,9
27/04/19,6,9,13,40,42,54,
24/04/19,4,21,23,25,43,51,"21,23,43"
21/04/19,19,21,22,23,43,45,"23,43"
20/04/19,15,16,23,27,42,43,
17/04/19,6,8,38,45,49,52,
14/04/19,17,22,26,37,46,54,46
13/04/19,11,18,21,45,46,47,
10/04/19,6,13,29,39,44,55,
07/04/19,11,15,16,26,36,37,
06/04/19,4,8,17,18,31,39,31
03/04/19,2,9,31,32,33,34,
02/04/19,5,18,43,44,52,54,
31/03/19,11,13,30,34,36,41,36
30/03/19,21,28,36,43,52,55,
27/03/19,4,9,22,23,25,35,4
24/03/19,4,14,15,32,41,44,
23/03/19,1,24,30,36,40,52,
20/03/19,4,9,16,38,43,49,
17/03/19,2,13,28,46,48,51,
16/03/19,26,30,50,52,54,55,52
13/03/19,6,14,20,35,38,52,
10/03/19,15,23,27,29,31,46,
09/03/19,1,4,6,7,48,55,
06/03/19,10,13,25,29,41,51,51
03/03/19,8,20,39,44,46,51,
02/03/19,2,10,12,37,45,47,
27/02/19,13,14,19,27,40,52,
24/02/19,5,7,11,28,31,48,"7,48"
23/02/19,7,16,33,35,45,48,7
20/02/19,7,11,26,36,39,55,
19/02/19,6,15,17,29,43,45,
17/02/19,23,26,35,39,51,53,
16/02/19,6,24,25,28,31,50,
13/02/19,4,20,34,40,45,48,"20,45"
10/02/19,9,17,20,27,45,46,
09/02/19,8,18,22,28,40,55,"40,55"
06/02/19,2,4,7,12,40,55,4
05/02/19,1,4,5,31,49,52,1
03/02/19,1,8,29,32,33,35,32
02/02/19,3,23,26,32,43,49,
30/01/19,1,16,21,27,42,54,1
29/01/19,1,11,18,24,25,30,
27/01/19,15,26,47,48,53,55,15
26/01/19,1,15,19,24,42,44,"24,42"
23/01/19,16,24,28,34,38,42,
20/01/19,7,13,18,21,31,47,
19/01/19,23,25,43,44,45,49,23
16/01/19,6,9,15,23,28,51,
13/01/19,2,7,22,43,50,54,2
12/01/19,2,5,19,21,48,49,
09/01/19,4,10,17,18,35,54,35
06/01/19,11,12,14,15,35,52,52
05/01/19,7,25,44,49,52,55,25
02/01/19,20,22,25,39,50,51,50
30/12/18,6,11,12,33,42,50,
29/12/18,17,19,21,37,44,48,
26/12/18,8,9,11,18,26,45,
25/12/18,20,28,38,46,47,55,"28,47,55"
23/12/18,26,28,32,47,54,55,32
22/12/18,10,18,25,32,34,48,
19/12/18,1,3,5,15,16,53,3
16/12/18,3,6,9,29,33,37,"3,9"
15/12/18,3,9,14,15,34,42,
12/12/18,21,23,31,39,54,55,"21,55"
09/12/18,14,17,21,37,44,55,
08/12/18,2,7,20,25,50,54,
05/12/18,10,12,18,35,37,46,
04/12/18,4,7,28,29,33,42,7
02/12/18,7,8,20,25,30,52,52
01/12/18,1,28,34,46,52,53,52
28/11/18,14,22,25,41,45,52,
27/11/18,2,17,28,32,49,53,2
25/11/18,2,8,19,22,42,52,
24/11/18,6,10,12,17,38,55,"10,55"
21/11/18,10,25,28,34,47,55,"10,34"
18/11/18,4,5,10,27,32,34,34
17/11/18,6,28,31,33,34,44,
14/11/18,3,5,13,14,22,45,
11/11/18,1,16,24,30,33,39,1
10/11/18,1,6,10,12,52,54,
07/11/18,7,24,27,30,37,43,
06/11/18,10,21,26,38,45,49,49
04/11/18,4,8,14,22,37,49,"8,37"
03/11/18,8,12,17,21,37,38,21
31/10/18,7,11,13,15,21,32,
30/10/18,19,24,27,37,45,55,37
28/10/18,18,30,32,35,37,49,32
27/10/18,7,9,20,32,40,46,
24/10/18,11,12,18,37,48,54,
21/10/18,4,22,25,38,45,50,50
20/10/18,6,8,18,19,30,50,30
17/10/18,10,16,20,25,26,30,20
14/10/18,3,20,22,34,35,45,
13/10/18,11,28,42,47,50,52,47
10/10/18,2,20,43,46,47,54,
07/10/18,1,6,25,26,39,44,6
06/10/18,6,16,17,28,47,48,48
03/10/18,4,23,32,45,48,53,"4,53"
02/10/18,4,16,19,35,37,53,16
30/09/18,1,10,15,16,25,34,15
29/09/18,12,15,27,43,48,55,55
26/09/18,4,5,17,20,49,55,
25/09/18,3,10,21,26,43,50,
23/09/18,2,11,14,29,38,54,
22/09/18,7,16,25,39,44,47,39
19/09/18,20,26,33,39,50,53,
16/09/18,6,10,24,28,49,54,"24,28"
15/09/18,8,17,24,28,30,43,
12/09/18,20,27,34,35,45,50,"20,34,50"
09/09/18,1,20,34,41,49,50,1
08/09/18,1,10,40,43,47,48,
05/09/18,3,5,41,49,50,54,"50,54"
04/09/18,2,9,20,50,51,54,
02/09/18,1,3,7,13,31,37,
01/09/18,38,40,42,45,50,52,
29/08/18,8,28,31,34,43,54,"28,31"
28/08/18,17,23,28,31,47,49,
26/08/18,7,11,20,24,48,54,11
25/08/18,11,17,26,39,47,50,"11,39"
22/08/18,11,13,34,38,39,42,
19/08/18,15,25,44,48,49,55,15
18/08/18,15,18,31,38,42,53,"42,53"
15/08/18,10,23,35,42,43,53,
12/08/18,7,13,14,18,37,50,
11/08/18,3,5,17,23,31,53,53
08/08/18,10,30,35,41,49,53,
07/08/18,5,11,12,15,52,54,
05/08/18,3,8,9,19,34,44,
04/08/18,4,24,26,28,47,49,
01/08/18,2,11,14,39,43,51,
31/07/18,5,27,33,41,45,47,
29/07/18,6,12,38,44,49,55,44
28/07/18,28,31,35,41,44,53,35
25/07/18,11,17,26,35,38,47,
22/07/18,5,14,18,34,43,52,52
21/07/18,8,16,41,44,52,53,44
18/07/18,3,6,14,28,44,45,
15/07/18,1,12,19,21,22,24,19
14/07/18,6,19,23,39,53,54,19
11/07/18,13,16,17,19,42,48,
08/07/18,11,18,20,32,43,54,
07/07/18,19,23,24,25,27,35,
04/07/18,2,3,15,45,46,50,
03/07/18,11,21,22,30,31,48,
01/07/18,1,6,10,18,25,34,
30/06/18,5,12,16,30,35,50,12
27/06/18,9,10,12,17,29,52,
26/06/18,1,24,25,40,43,44,
24/06/18,13,17,18,30,53,54,
23/06/18,5,12,22,23,29,52,"5,52"
20/06/18,5,7,14,39,42,52,
17/06/18,1,10,22,24,31,47,"1,31,47"
16/06/18,1,31,34,38,47,49,
13/06/18,4,21,24,27,46,55,
10/06/18,1,17,18,40,44,47,
09/06/18,5,22,26,30,39,46,
06/06/18,3,7,37,41,44,52,
03/06/18,1,13,14,24,34,35,
02/06/18,2,6,21,30,31,44,
30/05/18,5,13,25,36,39,48,13
27/05/18,13,17,22,30,34,46,17
26/05/18,14,17,18,24,43,44,18
23/05/18,18,20,21,31,33,54,
20/05/18,3,15,19,23,39,45,
19/05/18,6,36,38,49,51,52,
16/05/18,2,16,19,21,37,45,
13/05/18,22,26,47,48,51,55,26
12/05/18,2,5,9,11,26,49,
09/05/18,14,17,27,29,30,44,
06/05/18,10,16,22,47,50,53,
05/05/18,29,30,33,44,49,51,
02/05/18,3,13,25,35,37,50,
01/05/18,2,7,18,19,23,54,19
29/04/18,4,5,15,19,28,44,15
28/04/18,3,11,14,15,16,47,"11,15"
25/04/18,5,11,15,21,29,52,
22/04/18,3,14,31,35,44,50,
21/04/18,5,7,13,21,34,54,
18/04/18,3,6,19,33,36,50,3
15/04/18,3,5,12,35,38,45,
14/04/18,7,13,14,20,42,54,"13,42"
11/04/18,1,13,17,22,40,42,17
08/04/18,3,17,39,45,52,55,45
07/04/18,10,11,31,36,40,45,36
04/04/18,7,20,21,26,28,36,36
03/04/18,11,12,34,36,49,53,
01/04/18,19,31,33,43,46,48,
31/03/18,27,32,34,37,40,44,40
28/03/18,2,4,22,36,40,50,4
25/03/18,4,21,28,37,47,53,4
24/03/18,4,7,19,27,41,49,41
21/03/18,12,22,28,35,41,54,"22,35"
18/03/18,4,9,11,22,35,48,"4,35"
17/03/18,4,8,13,17,35,47,
14/03/18,15,19,25,27,54,55,"25,55"
11/03/18,10,23,25,37,45,55,37
10/03/18,7,9,34,37,38,46,"9,34"
07/03/18,9,12,23,29,32,34,29
06/03/18,8,13,26,29,31,50,
04/03/18,5,10,12,39,47,48,48
03/03/18,14,27,46,48,49,55,
28/02/18,3,7,11,20,41,44,
27/02/18,15,23,38,45,46,55,"38,46,55"
25/02/18,8,18,26,38,46,55,
24/02/18,19,20,22,30,42,54,
21/02/18,1,6,18,24,49,51,"24,51"
20/02/18,12,22,24,51,52,54,
18/02/18,15,28,36,46,53,55,"36,55"
17/02/18,18,31,36,41,54,55,41
14/02/18,7,14,25,40,41,52,
13/02/18,15,24,27,30,35,47,
11/02/18,4,26,43,44,45,50,43
10/02/18,16,27,38,39,42,43,16
07/02/18,2,7,16,17,29,48,
06/02/18,5,15,31,36,37,42,
04/02/18,7,26,29,41,45,53,
03/02/18,1,4,13,20,32,49,1
31/01/18,1,9,25,31,33,45,
30/01/18,11,14,28,48,54,55,
28/01/18,2,7,26,29,38,51,
27/01/18,1,17,21,25,35,44,25
24/01/18,16,25,36,40,42,50,
21/01/18,6,8,15,17,37,53,
20/01/18,12,13,25,35,54,55,
17/01/18,3,34,36,48,52,53,3
16/01/18,1,3,6,12,27,35,"27,35"
14/01/18,10,22,27,32,35,50,50
13/01/18,3,16,23,33,50,55,33
10/01/18,7,25,30,33,36,42,
07/01/18,2,8,24,35,44,47,24
06/01/18,1,20,24,32,34,41,41
03/01/18,7,14,26,33,36,41,"7,41"
31/12/17,3,7,15,30,41,50,50
30/12/17,4,6,28,35,49,50,
27/12/17,5,19,24,26,37,55,
26/12/17,1,2,10,39,47,53,
24/12/17,3,14,18,25,48,54,"3,25"
23/12/17,3,23,24,25,35,39,"24,35"
20/12/17,24,35,36,45,46,55,46
17/12/17,6,9,13,25,46,49,
16/12/17,3,20,35,41,47,50,
13/12/17,6,14,26,32,52,54,52
10/12/17,16,30,34,51,52,53,"34,52"
09/12/17,17,23,34,46,50,52,34
06/12/17,2,34,43,45,49,54,
05/12/17,3,9,24,26,42,46,
03/12/17,7,15,16,38,49,54,"7,54"
02/12/17,7,35,43,45,54,55,"43,55"
29/11/17,3,10,36,43,53,55,
28/11/17,4,5,6,12,29,35,
26/11/17,40,43,51,52,53,54,
25/11/17,8,13,17,33,42,49,
22/11/17,4,23,30,34,40,48,34
19/11/17,10,15,19,21,34,36,"10,21"
18/11/17,4,10,21,22,25,38,21
15/11/17,2,19,21,34,46,52,19
12/11/17,12,19,20,40,42,47,"42,47"
11/11/17,1,2,3,5,42,47,
08/11/17,7,20,30,37,49,55,"20,49,55"
07/11/17,12,20,31,47,49,55,12
05/11/17,4,9,12,15,33,41,9
04/11/17,1,2,6,9,18,23,"9,23"
01/11/17,4,9,20,23,24,48,
31/10/17,8,25,26,29,36,41,"26,29,41"
29/10/17,17,26,29,41,43,55,"41,43"
28/10/17,12,20,31,32,41,43,31
25/10/17,14,31,35,48,49,53,14
22/10/17,11,14,26,28,38,55,11
21/10/17,10,11,27,30,41,42,11
18/10/17,11,14,28,32,38,54,14
15/10/17,7,8,14,25,34,50,25
14/10/17,18,20,25,30,41,47,
11/10/17,8,24,39,48,53,55,
08/10/17,4,5,6,20,42,46,
07/10/17,7,9,12,15,18,45,"15,45"
04/10/17,13,15,17,37,45,47,17
03/10/17,1,2,17,25,34,41,17
01/10/17,17,18,27,29,31,43,
30/09/17,4,8,23,35,38,51,4
27/09/17,4,9,14,18,36,48,"18,36"
26/09/17,18,21,28,36,47,54,
24/09/17,4,23,26,27,34,52,"26,27"
23/09/17,26,27,31,40,42,48,
20/09/17,7,13,16,21,28,54,28
17/09/17,2,9,28,35,36,50,28
16/09/17,19,28,31,33,41,43,41
13/09/17,1,9,41,42,49,54,
10/09/17,5,13,27,34,51,53,
09/09/17,26,30,33,36,40,46,40
06/09/17,14,18,23,32,40,45,
05/09/17,5,12,37,46,47,48,
03/09/17,3,11,23,35,38,51,38
02/09/17,7,13,26,31,33,38,33
30/08/17,5,6,14,33,44,48,"6,33"
29/08/17,1,6,19,20,33,40,33
27/08/17,22,26,33,35,38,50,50
26/08/17,6,42,45,46,49,50,
23/08/17,8,16,18,19,32,37,
20/08/17,17,23,27,30,49,54,
19/08/17,21,25,29,41,46,50,25
16/08/17,13,14,25,26,43,48,
13/08/17,1,3,38,40,42,44,44
12/08/17,7,12,33,43,44,52,7
09/08/17,7,11,18,27,29,40,"27,40"
06/08/17,6,16,23,27,40,42,42
05/08/17,14,24,28,33,38,42,
02/08/17,5,9,13,22,49,52,52
01/08/17,6,10,24,28,40,52,
30/07/17,7,15,16,21,33,47,21
29/07/17,4,11,21,28,39,53,
26/07/17,19,34,40,43,45,51,
25/07/17,5,11,17,21,29,46,21
23/07/17,4,16,21,25,51,55,51
22/07/17,3,10,45,47,48,51,
19/07/17,6,11,13,30,53,55,
16/07/17,8,12,17,21,27,49,
15/07/17,1,4,11,14,16,48,
